구분,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2072
인구,45858029.0,47732558.0,48782274.0,50515666.0,51529338.0,51829023.0,51684564.0,51305713.0,50824868.0,50059218.0,48835031.0,47106960.0,44867534.0,42302086.0,39685210.0,37181774.0,36222293.0
성장률,,4.088,2.199,3.553,2.007,0.582,-0.279,-0.733,-0.937,-1.506,-2.445,-3.539,-4.754,-5.718,-6.186,-6.308,-2.581
